Name,GUID,ReportName,Title,YearOfPublication,LinkingUri,LinkingUrl,ServerRelativeUrl,ServerRedirectedEmbedUri,ServerRedirectedEmbedUrl,Created,Length
DES_77_Do Son 1X_111109.pdf,684182e6-1a4c-4c31-963c-c39fff9a11e5,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_77_Do Son 1X_111109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=60bdeb49-e09d-49da-a703-32937f1f3737,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=60bdeb49-e09d-49da-a703-32937f1f3737,2024-02-01T08:51:18,19196
DES_79_Do Son 1X_131109.pdf,2ce5f84f-ffe4-4878-b33b-d1cb529b421c,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_79_Do Son 1X_131109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=20793d82-d625-4783-87b9-1a5893688db6,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=20793d82-d625-4783-87b9-1a5893688db6,2024-02-01T08:51:18,18988
DES_78_Do Son 1X_121109.pdf,bac9b818-c036-48f3-af8d-131037cb203a,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_78_Do Son 1X_121109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5aa398f8-93d2-4f93-b825-c52faa5925c2,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5aa398f8-93d2-4f93-b825-c52faa5925c2,2024-02-01T08:51:18,19064
DES_80_Do Son 1X_141109.pdf,93142b33-c7f0-4d5b-b41f-4a79f95216fa,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_80_Do Son 1X_141109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=d31d1986-f3dc-4838-9dc3-8c28258e26c8,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=d31d1986-f3dc-4838-9dc3-8c28258e26c8,2024-02-01T08:51:19,19697
DES_82_Do Son 1X_161109.pdf,cee04c86-05ea-45a9-9c4a-531f8e549dc9,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_82_Do Son 1X_161109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=61efdfbb-6b6e-4bc3-bcb0-eec445f72a7e,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=61efdfbb-6b6e-4bc3-bcb0-eec445f72a7e,2024-02-01T08:51:19,19056
DES_81_Do Son 1X_151109.pdf,333001fd-a0cc-48ab-bd0d-8ca254748398,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_81_Do Son 1X_151109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7f7b1de5-b6b9-4c22-b7be-7362173c598a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=7f7b1de5-b6b9-4c22-b7be-7362173c598a,2024-02-01T08:51:20,18868
DES_84_Do Son 1X_181109.pdf,afca3d92-5f81-43ee-9d94-3d7c7c64976b,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_84_Do Son 1X_181109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cf595503-6e09-4af1-ac40-32c0f7172378,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cf595503-6e09-4af1-ac40-32c0f7172378,2024-02-01T08:51:19,18973
DES_83_Do Son 1X_171109.pdf,e4451755-6a08-440b-8be0-6e8caf2db6e8,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_83_Do Son 1X_171109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4055d42c-dbbd-41da-9653-7899138fa131,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4055d42c-dbbd-41da-9653-7899138fa131,2024-02-01T08:51:19,18968
DES_88_Do Son 1X_221109.pdf,97165f31-83f5-4519-849a-854eae9b3b2e,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_88_Do Son 1X_221109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=6868011e-4979-4995-9b05-55099d2e4cf6,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=6868011e-4979-4995-9b05-55099d2e4cf6,2024-02-01T08:51:20,31010
Do Son-1x DDR _01 26-08-2009.pdf,8b6aacb7-7949-4afd-8087-570e0270517c,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _01 26-08-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=6bad3e59-1943-4ca6-9764-91fcf9591922,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=6bad3e59-1943-4ca6-9764-91fcf9591922,2024-02-01T08:51:20,20949
DES_89_Do Son 1X_231109.pdf,d084a4fe-83d1-4992-b193-07d941f66828,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DES/DES_89_Do Son 1X_231109.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ca5c5f38-f973-461d-badd-97b396438584,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=ca5c5f38-f973-461d-badd-97b396438584,2024-02-01T08:51:21,18932
Do Son-1x DDR _02 27-08-2009.pdf,2cca3712-9d68-4ddc-9d61-685e5044de8b,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _02 27-08-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=356046ab-12e8-497d-b23a-32716956be7d,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=356046ab-12e8-497d-b23a-32716956be7d,2024-02-01T08:51:21,22741
Do Son-1x DDR _05 30-08-2009.pdf,6206fefb-f37a-420c-8678-334ee88d1bf1,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _05 30-08-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=422e8d06-c0ff-411b-996e-0273ef9622bf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=422e8d06-c0ff-411b-996e-0273ef9622bf,2024-02-01T08:51:21,24712
Do Son-1x DDR _04 29-08-2009.pdf,7694c31c-38ce-4ed4-adad-e2df639bf6b1,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _04 29-08-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=dbba0957-1ad7-443a-9bd6-a52d3986d506,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=dbba0957-1ad7-443a-9bd6-a52d3986d506,2024-02-01T08:51:21,25840
Do Son-1x DDR _03 28-08-2009.pdf,1155935e-682b-47ab-8581-2f63aa0bd997,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _03 28-08-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=62f0725d-0b1c-47c8-bdb8-0f1b3171120b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=62f0725d-0b1c-47c8-bdb8-0f1b3171120b,2024-02-01T08:51:21,24180
Do Son-1x DDR _07 01-09-2009.pdf,693bbcef-2e52-4588-b016-1ed15e39b0ba,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _07 01-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=2ffcad8c-d8c1-40c2-9182-a646baab2876,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=2ffcad8c-d8c1-40c2-9182-a646baab2876,2024-02-01T08:51:22,22976
Do Son-1x DDR _06 31-08-2009.pdf,c53d04f9-7e07-452b-b384-8417b9e4fdf6,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _06 31-08-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=be8ad9f8-a4bf-4d7c-ba8f-fce80be45ed0,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=be8ad9f8-a4bf-4d7c-ba8f-fce80be45ed0,2024-02-01T08:51:23,25442
Do Son-1x DDR _08 02-09-2009.pdf,5c86c856-c90d-47cb-a188-1d25530938a3,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _08 02-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=dcee2b72-6ddb-4b7e-815b-ff888abfd00f,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=dcee2b72-6ddb-4b7e-815b-ff888abfd00f,2024-02-01T08:51:23,24494
Do Son-1x DDR _09 03-09-2009.pdf,ee064991-a706-4757-aec1-5a0c4c341fa0,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _09 03-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e72309a6-cd40-4b47-adb3-37af9a8054d6,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e72309a6-cd40-4b47-adb3-37af9a8054d6,2024-02-01T08:51:24,24953
Do Son-1x DDR _11 05-09-2009.pdf,4633a0e2-7e32-4b77-b647-8efb06571457,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _11 05-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=2c269398-aac8-41f3-8385-fb0f96158c15,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=2c269398-aac8-41f3-8385-fb0f96158c15,2024-02-01T08:51:24,24529
Do Son-1x DDR _10 04-09-2009.pdf,68d88ba0-4dd6-48f9-babf-bc0e2666680e,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _10 04-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=fcb268fa-d12e-4a86-b82f-4372de53bbaa,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=fcb268fa-d12e-4a86-b82f-4372de53bbaa,2024-02-01T08:51:24,24177
Do Son-1x DDR _12 06-09-2009.pdf,92f5c932-1d67-4290-973b-54337500d2e9,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _12 06-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=d632377f-cd39-43ef-98b6-6ce2057b8315,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=d632377f-cd39-43ef-98b6-6ce2057b8315,2024-02-01T08:51:25,22394
Do Son-1x DDR _13 07-09-2009.pdf,c9d7ae50-ebff-4b35-8b4d-4085a507800b,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _13 07-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8dbbf6f2-1061-4db7-9216-54aaab53ee14,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8dbbf6f2-1061-4db7-9216-54aaab53ee14,2024-02-01T08:51:25,24844
Do Son-1x DDR _15 09-09-2009.pdf,94c17cfd-b51e-4dd9-ad34-76ef5f97c4e6,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _15 09-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=0d608670-64d8-4c71-ab6d-4808b21b875f,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=0d608670-64d8-4c71-ab6d-4808b21b875f,2024-02-01T08:51:25,24593
Do Son-1x DDR _16 10-09-2009.pdf,0df9c171-5249-4667-9e56-eb2c417cfb73,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _16 10-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=9b99009e-f7c9-4858-a1f7-ded5a73df0c9,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=9b99009e-f7c9-4858-a1f7-ded5a73df0c9,2024-02-01T08:51:25,25033
Do Son-1x DDR _17 11-09-2009.pdf,5c5d16ae-7747-4e59-ac95-66b62212c2d4,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _17 11-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f6447405-6d48-4217-8604-e0463af661ed,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f6447405-6d48-4217-8604-e0463af661ed,2024-02-01T08:51:26,24403
Do Son-1x DDR _18 12-09-2009.pdf,1f51a7d6-2d3a-4c2f-b1cc-811d84052d1d,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _18 12-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=62393d83-9e3e-4a3f-9a21-9589baf46126,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=62393d83-9e3e-4a3f-9a21-9589baf46126,2024-02-01T08:51:26,21819
Do Son-1x DDR _19 13-09-2009.pdf,0efecb3d-a208-44cd-9a8e-8ea2ea61262e,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _19 13-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3eab4274-b8f4-49c0-91a5-521b663ba55b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=3eab4274-b8f4-49c0-91a5-521b663ba55b,2024-02-01T08:51:26,25290
Do Son-1x DDR _21 15-09-2009.pdf,8d8f2ea9-24c8-4401-9dec-39e64b3899ee,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _21 15-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=373015a0-32e6-4e99-bf56-6280d217c616,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=373015a0-32e6-4e99-bf56-6280d217c616,2024-02-01T08:51:27,24454
Do Son-1x DDR _20 14-09-2009.pdf,b6e24861-77a6-41f9-bce6-1748605b4926,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _20 14-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=eaf2d96f-27ae-48b7-bd63-156cd6f2a70c,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=eaf2d96f-27ae-48b7-bd63-156cd6f2a70c,2024-02-01T08:51:27,26033
Do Son-1x DDR _22 16-09-2009.pdf,f13098e2-ac13-4f32-8f2a-062ac21cfe7e,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _22 16-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=6d3033e3-17b8-4846-9d84-04186dbdb4f7,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=6d3033e3-17b8-4846-9d84-04186dbdb4f7,2024-02-01T08:51:27,25756
Do Son-1x DDR _61 25-10-2009.pdf,c17b65fb-49e9-43ca-825f-02e1f35b29cd,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _61 25-10-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=1a15dddc-2a9d-42b4-bd68-12f682ddaa26,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=1a15dddc-2a9d-42b4-bd68-12f682ddaa26,2024-02-01T08:51:27,24661
Do Son-1x DDR _38 02-10-2009.pdf,411fb261-593a-4f94-8ea3-32f452a75ac5,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR _38 02-10-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8cbb8b84-301f-4989-b28d-93db3ef8e146,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=8cbb8b84-301f-4989-b28d-93db3ef8e146,2024-02-01T08:51:27,24604
Do Son-1x DDR_23 17-09-2009.pdf,035ca7cd-9ff0-48a1-972c-59098ed1b0cb,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_23 17-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cb0286db-7925-4ef2-a0e9-4b0bbecf2d5b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cb0286db-7925-4ef2-a0e9-4b0bbecf2d5b,2024-02-01T08:51:27,26096
Do Son-1x DDR_24 18-09-2009.pdf,52a89860-6c4c-41ab-8ba3-f11040836a3b,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_24 18-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=20691316-e703-47e4-ad15-0f65765c08bb,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=20691316-e703-47e4-ad15-0f65765c08bb,2024-02-01T08:51:28,25363
Do Son-1x DDR_25 19-09-2009.pdf,a96004c8-34bd-4127-a9c6-7b4a42f1324d,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_25 19-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5d569fa7-09c2-4432-a11a-d5aa9dd2fa00,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=5d569fa7-09c2-4432-a11a-d5aa9dd2fa00,2024-02-01T08:51:28,25123
Do Son-1x DDR_26 20-09-2009.pdf,bacb069b-2b59-4129-8ddc-267efd3fb186,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_26 20-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cc1d87b6-b5b3-47de-95bd-b8276cc0d97a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=cc1d87b6-b5b3-47de-95bd-b8276cc0d97a,2024-02-01T08:51:28,24941
Do Son-1x DDR_27 21-09-2009.pdf,02a819e2-f788-4a0b-8097-467b392184a3,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_27 21-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f6ab44a6-d4cc-4c80-a9e0-5830db698a9a,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f6ab44a6-d4cc-4c80-a9e0-5830db698a9a,2024-02-01T08:51:28,24832
Do Son-1x DDR_28 22-09-2009.pdf,069566fc-39e4-4c03-835e-a0e0098aa154,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_28 22-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=752a1d4a-e177-4477-9e61-43e2dfc35c52,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=752a1d4a-e177-4477-9e61-43e2dfc35c52,2024-02-01T08:51:29,24899
Do Son-1x DDR_29 23-09-2009.pdf,51fe8231-86c3-430b-95b2-ba5abeff13da,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_29 23-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f29b62a1-0776-4171-8485-cdd404ee022e,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f29b62a1-0776-4171-8485-cdd404ee022e,2024-02-01T08:51:29,22211
Do Son-1x DDR_30 24-09-2009.pdf,178ba2ab-c087-40c5-9993-b28577b17bec,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_30 24-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=92ac9b68-e9aa-43f5-b9d5-c65dead9a9af,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=92ac9b68-e9aa-43f5-b9d5-c65dead9a9af,2024-02-01T08:51:29,24450
Do Son-1x DDR_32 26-09-2009.pdf,3c9b0b75-0671-4c8c-a55c-d61eda62e1fb,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_32 26-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=d21f65bb-3874-4350-ae7d-2eddd1fda0f9,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=d21f65bb-3874-4350-ae7d-2eddd1fda0f9,2024-02-01T08:51:29,25447
Do Son-1x DDR_31 25-09-2009.pdf,d94c658d-7951-4abc-8dcf-8ece9eb25975,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_31 25-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=01294ea4-378c-40af-9f76-dae6d803429c,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=01294ea4-378c-40af-9f76-dae6d803429c,2024-02-01T08:51:29,24387
Do Son-1x DDR_34 28-09-2009.pdf,4837fd8e-cf44-468f-b5a1-da23e6ae0b62,,,,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/106-DS-1X/106-DS-1X Daily Report/DDR/Do Son-1x DDR_34 28-09-2009.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4942ca71-44c0-4c5c-b979-ae88dcc3a387,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=4942ca71-44c0-4c5c-b979-ae88dcc3a387,2024-02-01T08:51:31,21940
